secteur;site;tstamp;trafic_mbps;;; 
T78264B;T78264;lundi 18 février 2019;0.831813615;;;
T78264C;T78264;lundi 18 février 2019;5.038828426;;;
T78269A;T78269;lundi 18 février 2019;17.60080559;;;
T78269B;T78269;lundi 18 février 2019;16.4247092;;;
T78269C;T78269;lundi 18 février 2019;6.07093393;;;
T78270A;T78270;lundi 18 février 2019;9.085532232;;;
T78270B;T78270;lundi 18 février 2019;5.742073037;;;
T78270C;T78270;lundi 18 février 2019;13.71404531;;;
T78271A;T78271;lundi 18 février 2019;22.10760056;;;
T78271B;T78271;lundi 18 février 2019;16.51937505;;;
T78271C;T78271;lundi 18 février 2019;33.23602876;;;
T78273A;T78273;lundi 18 février 2019;3.255223838;;;
T78273B;T78273;lundi 18 février 2019;17.22327269;;;
T78273C;T78273;lundi 18 février 2019;28.15594695;;;
T78274A;T78274;lundi 18 février 2019;31.9850758;;;
T78274B;T78274;lundi 18 février 2019;3.640197991;;;
T78274C;T78274;lundi 18 février 2019;7.62014231;;;
T78279A;T78279;lundi 18 février 2019;1.766675382;;;
T78279B;T78279;lundi 18 février 2019;0.956696658;;;
T78279C;T78279;lundi 18 février 2019;1.185795467;;;
T78280A;T78280;lundi 18 février 2019;2.630415273;;;
T78280B;T78280;lundi 18 février 2019;6.218482183;;;
T78280C;T78280;lundi 18 février 2019;8.043617629;;;
T36870A;T36870;lundi 25 février 2019;2.872006951;;;
T36870B;T36870;lundi 25 février 2019;1.001398582;;;
T70721A;T70721;lundi 25 février 2019;0.884414196;;;
T70721B;T70721;lundi 25 février 2019;5.679013402;;;
T70721C;T70721;lundi 25 février 2019;0.391954767;;;
T70722A;T70722;lundi 25 février 2019;6.42472124;;;
T70722B;T70722;lundi 25 février 2019;13.01269677;;;
T70722C;T70722;lundi 25 février 2019;15.46000437;;;
T70724A;T70724;lundi 25 février 2019;14.09621684;;;
T70724B;T70724;lundi 25 février 2019;10.42112849;;;
T70724C;T70724;lundi 25 février 2019;9.268706408;;;
T70725A;T70725;lundi 25 février 2019;11.65792123;;;
T70725B;T70725;lundi 25 février 2019;17.13887089;;;
T70725C;T70725;lundi 25 février 2019;13.57703897;;;
T70730A;T70730;lundi 25 février 2019;30.94930228;;;
T70730B;T70730;lundi 25 février 2019;16.25138974;;;
T70730C;T70730;lundi 25 février 2019;11.16524012;;;
T70731A;T70731;lundi 25 février 2019;3.144505504;;;
T70731B;T70731;lundi 25 février 2019;6.663450768;;;
T70731C;T70731;lundi 25 février 2019;6.241083576;;;
T70735A;T70735;lundi 25 février 2019;11.32265087;;;
T70735B;T70735;lundi 25 février 2019;14.06266728;;;
T70735C;T70735;lundi 25 février 2019;10.12273862;;;
T70736A;T70736;lundi 25 février 2019;5.715110227;;;
T70736B;T70736;lundi 25 février 2019;9.449817584;;;
T70736C;T70736;lundi 25 février 2019;15.9129818;;;
T70737A;T70737;lundi 25 février 2019;9.93698341;;;
T70737B;T70737;lundi 25 février 2019;9.670812208;;;
T70737C;T70737;lundi 25 février 2019;8.909660273;;;
T70738A;T70738;lundi 25 février 2019;24.16597265;;;
T70738B;T70738;lundi 25 février 2019;6.499685398;;;
T70738C;T70738;lundi 25 février 2019;13.26509402;;;
T70743A;T70743;lundi 25 février 2019;4.503670223;;;
T70743B;T70743;lundi 25 février 2019;10.00239173;;;
T70743C;T70743;lundi 25 février 2019;3.013200749;;;
T70744A;T70744;lundi 25 février 2019;17.83916637;;;
T70744B;T70744;lundi 25 février 2019;34.74166077;;;
T70744C;T70744;lundi 25 février 2019;7.879926424;;;
T70745A;T70745;lundi 25 février 2019;9.230639963;;;
T70745B;T70745;lundi 25 février 2019;13.89800563;;;
T70745C;T70745;lundi 25 février 2019;9.891074773;;;
T70747A;T70747;lundi 25 février 2019;2.354698052;;;
T70747B;T70747;lundi 25 février 2019;1.203998711;;;
T70747C;T70747;lundi 25 février 2019;13.54874799;;;
T76995A;T76995;lundi 25 février 2019;10.15608828;;;
T76995B;T76995;lundi 25 février 2019;2.007687259;;;
T76995C;T76995;lundi 25 février 2019;7.681210317;;;
T77125A;T77125;lundi 25 février 2019;4.605972475;;;
T77125B;T77125;lundi 25 février 2019;3.782151633;;;
T77125C;T77125;lundi 25 février 2019;24.07272834;;;
T78256A;T78256;lundi 25 février 2019;12.15180559;;;
T78256B;T78256;lundi 25 février 2019;36.82736072;;;
T78256C;T78256;lundi 25 février 2019;26.98302754;;;
T78258A;T78258;lundi 25 février 2019;6.645844051;;;
T78258B;T78258;lundi 25 février 2019;32.6282735;;;
T78258C;T78258;lundi 25 février 2019;32.55175304;;;
T78259A;T78259;lundi 25 février 2019;13.41511384;;;
T78259B;T78259;lundi 25 février 2019;7.713448199;;;
T78259C;T78259;lundi 25 février 2019;6.540479286;;;
T78262A;T78262;lundi 25 février 2019;20.37961201;;;
T78262B;T78262;lundi 25 février 2019;11.67496414;;;
T78262C;T78262;lundi 25 février 2019;23.31296154;;;
T78264A;T78264;lundi 25 février 2019;1.973925388;;;
T78264B;T78264;lundi 25 février 2019;1.401387498;;;
T78264C;T78264;lundi 25 février 2019;6.294353141;;;
T78269A;T78269;lundi 25 février 2019;21.74272438;;;
T78269B;T78269;lundi 25 février 2019;15.93992947;;;
T78269C;T78269;lundi 25 février 2019;5.586287467;;;
T78270A;T78270;lundi 25 février 2019;8.015727547;;;
T78270B;T78270;lundi 25 février 2019;5.19743576;;;
T78270C;T78270;lundi 25 février 2019;13.29979204;;;
T78271A;T78271;lundi 25 février 2019;25.2162542;;;
T78271B;T78271;lundi 25 février 2019;22.34561859;;;
T78271C;T78271;lundi 25 février 2019;40.92279866;;;
T78273A;T78273;lundi 25 février 2019;3.684833168;;;
T78273B;T78273;lundi 25 février 2019;18.86724951;;;
T78273C;T78273;lundi 25 février 2019;37.61045787;;;
T78274A;T78274;lundi 25 février 2019;28.1138479;;;
T78274B;T78274;lundi 25 février 2019;4.764188416;;;
T78274C;T78274;lundi 25 février 2019;7.212104874;;;
T78279A;T78279;lundi 25 février 2019;0.861303877;;;
T78279B;T78279;lundi 25 février 2019;0.829823898;;;
T78279C;T78279;lundi 25 février 2019;1.306271572;;;
T78280A;T78280;lundi 25 février 2019;1.81951619;;;
T78280B;T78280;lundi 25 février 2019;4.857042606;;;
T78280C;T78280;lundi 25 février 2019;8.362796684;;;
T36870A;T36870;lundi 4 mars 2019;2.319377845;;;
T36870B;T36870;lundi 4 mars 2019;0.489634967;;;
T70721A;T70721;lundi 4 mars 2019;0.966102271;;;
T70721B;T70721;lundi 4 mars 2019;4.386952076;;;
T70721C;T70721;lundi 4 mars 2019;0.326890793;;;
T70722A;T70722;lundi 4 mars 2019;5.848275755;;;
T70722B;T70722;lundi 4 mars 2019;9.567018911;;;
T70722C;T70722;lundi 4 mars 2019;12.85418075;;;
T70724A;T70724;lundi 4 mars 2019;12.07218504;;;
T70724B;T70724;lundi 4 mars 2019;7.864716091;;;
T70724C;T70724;lundi 4 mars 2019;7.027960994;;;
T70725A;T70725;lundi 4 mars 2019;9.504010841;;;
T70725B;T70725;lundi 4 mars 2019;14.70256574;;;
T70725C;T70725;lundi 4 mars 2019;14.11058219;;;
T70730A;T70730;lundi 4 mars 2019;25.25542704;;;
T70730B;T70730;lundi 4 mars 2019;12.42970224;;;
T70730C;T70730;lundi 4 mars 2019;9.001266318;;;
T70731A;T70731;lundi 4 mars 2019;1.938415753;;;
T70731B;T70731;lundi 4 mars 2019;5.47435885;;;
T70731C;T70731;lundi 4 mars 2019;5.203721893;;;
T70735A;T70735;lundi 4 mars 2019;8.673320907;;;
T70735B;T70735;lundi 4 mars 2019;9.097559803;;;
T70735C;T70735;lundi 4 mars 2019;8.290842355;;;
T70736A;T70736;lundi 4 mars 2019;4.472936476;;;
T70736B;T70736;lundi 4 mars 2019;8.635186024;;;
T70736C;T70736;lundi 4 mars 2019;14.54343499;;;
T70737A;T70737;lundi 4 mars 2019;8.254976263;;;
T70737B;T70737;lundi 4 mars 2019;7.896187744;;;
T70737C;T70737;lundi 4 mars 2019;6.426051627;;;
T70738A;T70738;lundi 4 mars 2019;19.55923406;;;
T70738B;T70738;lundi 4 mars 2019;6.551335947;;;
T70738C;T70738;lundi 4 mars 2019;10.03271252;;;
T70743A;T70743;lundi 4 mars 2019;0.427572967;;;
T70743B;T70743;lundi 4 mars 2019;7.842373858;;;
T70743C;T70743;lundi 4 mars 2019;2.499008827;;;
T70744A;T70744;lundi 4 mars 2019;13.45429981;;;
T70744B;T70744;lundi 4 mars 2019;27.0005024;;;
T70744C;T70744;lundi 4 mars 2019;10.37656536;;;
T70745A;T70745;lundi 4 mars 2019;8.320931435;;;
T70745B;T70745;lundi 4 mars 2019;10.85615826;;;
T70745C;T70745;lundi 4 mars 2019;7.431599266;;;
T70747A;T70747;lundi 4 mars 2019;1.361174501;;;
T70747B;T70747;lundi 4 mars 2019;0.920253721;;;
T70747C;T70747;lundi 4 mars 2019;7.944821457;;;
T76995A;T76995;lundi 4 mars 2019;7.151575516;;;
T76995B;T76995;lundi 4 mars 2019;1.168474822;;;
T76995C;T76995;lundi 4 mars 2019;6.798879234;;;
T77125A;T77125;lundi 4 mars 2019;3.816485094;;;
T77125B;T77125;lundi 4 mars 2019;3.108842104;;;
T77125C;T77125;lundi 4 mars 2019;18.21304896;;;
T78256A;T78256;lundi 4 mars 2019;11.0028134;;;
T78256B;T78256;lundi 4 mars 2019;29.19702396;;;
T78256C;T78256;lundi 4 mars 2019;17.76212673;;;
T78258A;T78258;lundi 4 mars 2019;6.193742777;;;
T78258B;T78258;lundi 4 mars 2019;25.72764536;;;
T78258C;T78258;lundi 4 mars 2019;30.5455403;;;
T78259A;T78259;lundi 4 mars 2019;12.57573078;;;
T78259B;T78259;lundi 4 mars 2019;7.190632895;;;
T78259C;T78259;lundi 4 mars 2019;5.53214298;;;
T78262A;T78262;lundi 4 mars 2019;19.87217589;;;
T78262B;T78262;lundi 4 mars 2019;10.28028486;;;
T78262C;T78262;lundi 4 mars 2019;16.81301367;;;
T78264A;T78264;lundi 4 mars 2019;0.997331546;;;
T78264B;T78264;lundi 4 mars 2019;2.061702372;;;
T78264C;T78264;lundi 4 mars 2019;3.455377734;;;
T78269A;T78269;lundi 4 mars 2019;17.32262754;;;
T78269B;T78269;lundi 4 mars 2019;14.03984117;;;
T78269C;T78269;lundi 4 mars 2019;4.915828652;;;
T78270A;T78270;lundi 4 mars 2019;6.71344284;;;
T78270B;T78270;lundi 4 mars 2019;4.7621185;;;
T78270C;T78270;lundi 4 mars 2019;11.39232772;;;
T78271A;T78271;lundi 4 mars 2019;22.57462072;;;
T78271B;T78271;lundi 4 mars 2019;20.64869785;;;
T78271C;T78271;lundi 4 mars 2019;27.74428076;;;
T78273A;T78273;lundi 4 mars 2019;3.31907896;;;
T78273B;T78273;lundi 4 mars 2019;14.55323652;;;
T78273C;T78273;lundi 4 mars 2019;28.91289655;;;
T78274A;T78274;lundi 4 mars 2019;28.50033645;;;
T78274B;T78274;lundi 4 mars 2019;4.798686632;;;
T78274C;T78274;lundi 4 mars 2019;5.422437771;;;
T78279A;T78279;lundi 4 mars 2019;0.941954472;;;
T78279B;T78279;lundi 4 mars 2019;0.617057042;;;
T78279C;T78279;lundi 4 mars 2019;1.36698892;;;
T78280A;T78280;lundi 4 mars 2019;1.715644658;;;
T78280B;T78280;lundi 4 mars 2019;3.037322887;;;
T78280C;T78280;lundi 4 mars 2019;6.515779874;;;
T36870A;T36870;lundi 11 mars 2019;3.44714243;;;
T36870B;T36870;lundi 11 mars 2019;0.960091392;;;
T70721A;T70721;lundi 11 mars 2019;0.988317668;;;
T70721B;T70721;lundi 11 mars 2019;4.637166237;;;
T70721C;T70721;lundi 11 mars 2019;0.391964087;;;
T70722A;T70722;lundi 11 mars 2019;6.438938397;;;
T70722B;T70722;lundi 11 mars 2019;11.19667589;;;
T70722C;T70722;lundi 11 mars 2019;17.46323274;;;
T70724A;T70724;lundi 11 mars 2019;15.53522588;;;
T70724B;T70724;lundi 11 mars 2019;9.199301496;;;
T70724C;T70724;lundi 11 mars 2019;8.093508751;;;
T70725A;T70725;lundi 11 mars 2019;10.22429804;;;
T70725B;T70725;lundi 11 mars 2019;18.57052755;;;
T70725C;T70725;lundi 11 mars 2019;14.2295969;;;
T70730A;T70730;lundi 11 mars 2019;30.35887878;;;
T70730B;T70730;lundi 11 mars 2019;14.93474825;;;
T70730C;T70730;lundi 11 mars 2019;11.2762747;;;
T70731A;T70731;lundi 11 mars 2019;2.104827115;;;
T70731B;T70731;lundi 11 mars 2019;6.489608259;;;
T70731C;T70731;lundi 11 mars 2019;6.367965706;;;
T70735A;T70735;lundi 11 mars 2019;10.82335281;;;
T70735B;T70735;lundi 11 mars 2019;15.49633052;;;
T70735C;T70735;lundi 11 mars 2019;12.24224864;;;
T70736A;T70736;lundi 11 mars 2019;5.608776395;;;
T70736B;T70736;lundi 11 mars 2019;10.72208431;;;
T70736C;T70736;lundi 11 mars 2019;16.89570897;;;
T70737A;T70737;lundi 11 mars 2019;10.98971457;;;
T70737B;T70737;lundi 11 mars 2019;9.549058987;;;
T70737C;T70737;lundi 11 mars 2019;7.386321785;;;
T70738A;T70738;lundi 11 mars 2019;26.10432745;;;
T70738B;T70738;lundi 11 mars 2019;8.374795862;;;
T70738C;T70738;lundi 11 mars 2019;12.28057629;;;
T70743A;T70743;lundi 11 mars 2019;0.705738519;;;
T70743B;T70743;lundi 11 mars 2019;8.045641486;;;
T70743C;T70743;lundi 11 mars 2019;4.037110117;;;
T70744A;T70744;lundi 11 mars 2019;17.67055439;;;
T70744B;T70744;lundi 11 mars 2019;33.39820334;;;
T70744C;T70744;lundi 11 mars 2019;7.848601625;;;
T70745A;T70745;lundi 11 mars 2019;9.378757513;;;
T70745B;T70745;lundi 11 mars 2019;14.38774284;;;
T70745C;T70745;lundi 11 mars 2019;7.113859193;;;
T70747A;T70747;lundi 11 mars 2019;1.633105308;;;
T70747B;T70747;lundi 11 mars 2019;1.274909597;;;
T70747C;T70747;lundi 11 mars 2019;12.424134;;;
T76995A;T76995;lundi 11 mars 2019;9.267250827;;;
T76995B;T76995;lundi 11 mars 2019;1.369205843;;;
T76995C;T76995;lundi 11 mars 2019;9.299414768;;;
T77125A;T77125;lundi 11 mars 2019;4.178110678;;;
T77125B;T77125;lundi 11 mars 2019;2.654009029;;;
T77125C;T77125;lundi 11 mars 2019;20.39634519;;;
T78256A;T78256;lundi 11 mars 2019;13.54450548;;;
T78256B;T78256;lundi 11 mars 2019;35.17433351;;;
T78256C;T78256;lundi 11 mars 2019;20.22417823;;;
T78258A;T78258;lundi 11 mars 2019;6.615500193;;;
T78258B;T78258;lundi 11 mars 2019;33.6872653;;;
T78258C;T78258;lundi 11 mars 2019;25.79426968;;;
T78259A;T78259;lundi 11 mars 2019;13.92991124;;;
T78259B;T78259;lundi 11 mars 2019;9.274940263;;;
T78259C;T78259;lundi 11 mars 2019;6.284077211;;;
T78262A;T78262;lundi 11 mars 2019;18.44124712;;;
T78262B;T78262;lundi 11 mars 2019;12.5625953;;;
T78262C;T78262;lundi 11 mars 2019;17.61120347;;;
T78264A;T78264;lundi 11 mars 2019;0.659754126;;;
T78264B;T78264;lundi 11 mars 2019;1.554856469;;;
T78264C;T78264;lundi 11 mars 2019;2.459155703;;;
T78269A;T78269;lundi 11 mars 2019;21.25063218;;;
T78269B;T78269;lundi 11 mars 2019;17.63526911;;;
T78269C;T78269;lundi 11 mars 2019;6.171811396;;;
T78270A;T78270;lundi 11 mars 2019;7.151580701;;;
T78270B;T78270;lundi 11 mars 2019;5.975731547;;;
T78270C;T78270;lundi 11 mars 2019;11.57792808;;;
T78271A;T78271;lundi 11 mars 2019;27.50923072;;;
T78271B;T78271;lundi 11 mars 2019;22.04144077;;;
T78271C;T78271;lundi 11 mars 2019;38.94916019;;;
T78273A;T78273;lundi 11 mars 2019;3.588650405;;;
T78273B;T78273;lundi 11 mars 2019;18.06474773;;;
T78273C;T78273;lundi 11 mars 2019;34.46080016;;;
T78274A;T78274;lundi 11 mars 2019;26.77458941;;;
T78274B;T78274;lundi 11 mars 2019;4.645648987;;;
T78274C;T78274;lundi 11 mars 2019;8.872759307;;;
T78279A;T78279;lundi 11 mars 2019;1.101234671;;;
T78279B;T78279;lundi 11 mars 2019;0.729966843;;;
T78279C;T78279;lundi 11 mars 2019;1.532766247;;;
T78280A;T78280;lundi 11 mars 2019;2.949410109;;;
T78280B;T78280;lundi 11 mars 2019;3.652539538;;;
T78280C;T78280;lundi 11 mars 2019;6.135496691;;;
T36870A;T36870;lundi 18 mars 2019;2.630421033;;;
T36870B;T36870;lundi 18 mars 2019;1.028498773;;;
T70721A;T70721;lundi 18 mars 2019;0.876130164;;;
T70721B;T70721;lundi 18 mars 2019;5.041311667;;;
T70721C;T70721;lundi 18 mars 2019;0.423393455;;;
T70722A;T70722;lundi 18 mars 2019;6.052022526;;;
T70722B;T70722;lundi 18 mars 2019;10.59007159;;;
T70722C;T70722;lundi 18 mars 2019;13.0458331;;;
T70724A;T70724;lundi 18 mars 2019;16.326632;;;
T70724B;T70724;lundi 18 mars 2019;10.50114708;;;
T70724C;T70724;lundi 18 mars 2019;8.605361732;;;
T70725A;T70725;lundi 18 mars 2019;11.28482433;;;
T70725B;T70725;lundi 18 mars 2019;18.25021354;;;
T70725C;T70725;lundi 18 mars 2019;14.76974986;;;
T70730A;T70730;lundi 18 mars 2019;27.26682816;;;
T70730B;T70730;lundi 18 mars 2019;13.81520819;;;
T70730C;T70730;lundi 18 mars 2019;11.4219998;;;
T70731A;T70731;lundi 18 mars 2019;2.779188371;;;
T70731B;T70731;lundi 18 mars 2019;7.730526013;;;
T70731C;T70731;lundi 18 mars 2019;6.900898331;;;
T70735A;T70735;lundi 18 mars 2019;12.90881796;;;
T70735B;T70735;lundi 18 mars 2019;11.83820796;;;
T70735C;T70735;lundi 18 mars 2019;16.36393668;;;
T70736A;T70736;lundi 18 mars 2019;6.237552165;;;
T70736B;T70736;lundi 18 mars 2019;11.44025927;;;
T70736C;T70736;lundi 18 mars 2019;17.78160506;;;
T70737A;T70737;lundi 18 mars 2019;11.46576799;;;
T70737B;T70737;lundi 18 mars 2019;9.621332065;;;
T70737C;T70737;lundi 18 mars 2019;10.14662556;;;
T70738A;T70738;lundi 18 mars 2019;20.22197443;;;
T70738B;T70738;lundi 18 mars 2019;7.663122372;;;
T70738C;T70738;lundi 18 mars 2019;12.30088515;;;
T70743A;T70743;lundi 18 mars 2019;1.973367609;;;
T70743B;T70743;lundi 18 mars 2019;9.280651534;;;
T70743C;T70743;lundi 18 mars 2019;3.299781127;;;
T70744A;T70744;lundi 18 mars 2019;13.37283513;;;
T70744B;T70744;lundi 18 mars 2019;29.72396003;;;
T70744C;T70744;lundi 18 mars 2019;5.632293098;;;
T70745A;T70745;lundi 18 mars 2019;8.802246137;;;
T70745B;T70745;lundi 18 mars 2019;13.35119349;;;
T70745C;T70745;lundi 18 mars 2019;8.079852731;;;
T70747A;T70747;lundi 18 mars 2019;1.646614201;;;
T70747B;T70747;lundi 18 mars 2019;1.035652199;;;
T70747C;T70747;lundi 18 mars 2019;12.45559202;;;
T76995A;T76995;lundi 18 mars 2019;8.658585726;;;
T76995B;T76995;lundi 18 mars 2019;1.607545194;;;
T76995C;T76995;lundi 18 mars 2019;6.777715945;;;
T77125A;T77125;lundi 18 mars 2019;3.009894026;;;
T77125B;T77125;lundi 18 mars 2019;2.913976256;;;
T77125C;T77125;lundi 18 mars 2019;19.88665912;;;
T78256A;T78256;lundi 18 mars 2019;13.90470316;;;
T78256B;T78256;lundi 18 mars 2019;36.10820403;;;
T78256C;T78256;lundi 18 mars 2019;18.84390564;;;
T78258A;T78258;lundi 18 mars 2019;5.495416099;;;
T78258B;T78258;lundi 18 mars 2019;31.28436595;;;
T78258C;T78258;lundi 18 mars 2019;34.45332166;;;
T78259A;T78259;lundi 18 mars 2019;15.01359578;;;
T78259B;T78259;lundi 18 mars 2019;8.479818499;;;
T78259C;T78259;lundi 18 mars 2019;6.310300535;;;
T78262A;T78262;lundi 18 mars 2019;20.64187949;;;
T78262B;T78262;lundi 18 mars 2019;12.8123294;;;
T78262C;T78262;lundi 18 mars 2019;19.1371214;;;
T78264A;T78264;lundi 18 mars 2019;0.718647844;;;
T78264B;T78264;lundi 18 mars 2019;1.348113407;;;
T78264C;T78264;lundi 18 mars 2019;1.801810639;;;
T78269A;T78269;lundi 18 mars 2019;21.31297586;;;
T78269B;T78269;lundi 18 mars 2019;18.06029538;;;
T78269C;T78269;lundi 18 mars 2019;5.919256465;;;
T78270A;T78270;lundi 18 mars 2019;7.483605136;;;
T78270B;T78270;lundi 18 mars 2019;6.017086982;;;
T78270C;T78270;lundi 18 mars 2019;12.59408579;;;
T78271A;T78271;lundi 18 mars 2019;28.30473404;;;
T78271B;T78271;lundi 18 mars 2019;23.04536065;;;
T78271C;T78271;lundi 18 mars 2019;36.48599519;;;
T78273A;T78273;lundi 18 mars 2019;3.457288223;;;
T78273B;T78273;lundi 18 mars 2019;17.59997255;;;
T78273C;T78273;lundi 18 mars 2019;35.33012458;;;
T78274A;T78274;lundi 18 mars 2019;24.84882319;;;
T78274B;T78274;lundi 18 mars 2019;5.297187215;;;
T78274C;T78274;lundi 18 mars 2019;9.92995752;;;
T78279A;T78279;lundi 18 mars 2019;1.133125594;;;
T78279B;T78279;lundi 18 mars 2019;0.760924405;;;
T78279C;T78279;lundi 18 mars 2019;0.843381517;;;
T78280A;T78280;lundi 18 mars 2019;3.661895294;;;
T78280B;T78280;lundi 18 mars 2019;5.38914875;;;
T78280C;T78280;lundi 18 mars 2019;7.144001149;;;
T36870A;T36870;lundi 25 mars 2019;2.606137919;;;
T36870B;T36870;lundi 25 mars 2019;0.894733468;;;
T70721A;T70721;lundi 25 mars 2019;0.874401264;;;
T70721B;T70721;lundi 25 mars 2019;3.982306472;;;
T70721C;T70721;lundi 25 mars 2019;0.393994698;;;
T70722A;T70722;lundi 25 mars 2019;5.027100871;;;
T70722B;T70722;lundi 25 mars 2019;9.438443795;;;
T70722C;T70722;lundi 25 mars 2019;13.24234089;;;
T70724A;T70724;lundi 25 mars 2019;13.6520776;;;
T70724B;T70724;lundi 25 mars 2019;8.814432234;;;
T70724C;T70724;lundi 25 mars 2019;8.729263932;;;
T70725A;T70725;lundi 25 mars 2019;9.690277846;;;
T70725B;T70725;lundi 25 mars 2019;14.47002501;;;
T70725C;T70725;lundi 25 mars 2019;11.91433556;;;
T70730A;T70730;lundi 25 mars 2019;26.75705974;;;
T70730B;T70730;lundi 25 mars 2019;11.95105844;;;
T70730C;T70730;lundi 25 mars 2019;9.199211439;;;
T70731A;T70731;lundi 25 mars 2019;2.493256192;;;
T70731B;T70731;lundi 25 mars 2019;8.650847829;;;
T70731C;T70731;lundi 25 mars 2019;7.312266987;;;
T70735A;T70735;lundi 25 mars 2019;7.802348343;;;
T70735B;T70735;lundi 25 mars 2019;8.963050958;;;
T70735C;T70735;lundi 25 mars 2019;12.56488295;;;
T70736A;T70736;lundi 25 mars 2019;5.163661771;;;
T70736B;T70736;lundi 25 mars 2019;8.418846129;;;
T70736C;T70736;lundi 25 mars 2019;16.68202897;;;
T70737A;T70737;lundi 25 mars 2019;10.88583256;;;
T70737B;T70737;lundi 25 mars 2019;7.779420279;;;
T70737C;T70737;lundi 25 mars 2019;7.67912755;;;
T70738A;T70738;lundi 25 mars 2019;13.69028642;;;
T70738B;T70738;lundi 25 mars 2019;6.135523771;;;
T70738C;T70738;lundi 25 mars 2019;9.724126744;;;
T70743A;T70743;lundi 25 mars 2019;0.468537144;;;
T70743B;T70743;lundi 25 mars 2019;6.428720782;;;
T70743C;T70743;lundi 25 mars 2019;3.031275501;;;
T70744A;T70744;lundi 25 mars 2019;9.120421412;;;
T70744B;T70744;lundi 25 mars 2019;23.05731813;;;
T70744C;T70744;lundi 25 mars 2019;5.384524948;;;
T70745A;T70745;lundi 25 mars 2019;8.085282432;;;
T70745B;T70745;lundi 25 mars 2019;10.59010985;;;
T70745C;T70745;lundi 25 mars 2019;6.602496527;;;
T70747A;T70747;lundi 25 mars 2019;1.575094144;;;
T70747B;T70747;lundi 25 mars 2019;0.960516655;;;
T70747C;T70747;lundi 25 mars 2019;16.04929036;;;
T76995A;T76995;lundi 25 mars 2019;7.815156701;;;
T76995B;T76995;lundi 25 mars 2019;1.425313003;;;
T76995C;T76995;lundi 25 mars 2019;6.605713172;;;
T77125A;T77125;lundi 25 mars 2019;2.539659548;;;
T77125B;T77125;lundi 25 mars 2019;2.714300948;;;
T77125C;T77125;lundi 25 mars 2019;22.46553378;;;
T78256A;T78256;lundi 25 mars 2019;13.96273955;;;
T78256B;T78256;lundi 25 mars 2019;32.55105384;;;
T78256C;T78256;lundi 25 mars 2019;14.51414419;;;
T78258A;T78258;lundi 25 mars 2019;5.425055096;;;
T78258B;T78258;lundi 25 mars 2019;25.57601698;;;
T78258C;T78258;lundi 25 mars 2019;20.47626705;;;
T78259A;T78259;lundi 25 mars 2019;10.39867713;;;
T78259B;T78259;lundi 25 mars 2019;7.479979797;;;
T78259C;T78259;lundi 25 mars 2019;4.730949985;;;
T78262A;T78262;lundi 25 mars 2019;18.65902106;;;
T78262B;T78262;lundi 25 mars 2019;10.81610557;;;
T78262C;T78262;lundi 25 mars 2019;18.74365099;;;
T78264A;T78264;lundi 25 mars 2019;0.751774477;;;
T78264B;T78264;lundi 25 mars 2019;1.386985645;;;
T78264C;T78264;lundi 25 mars 2019;1.630762682;;;
T78269A;T78269;lundi 25 mars 2019;19.20720044;;;
T78269B;T78269;lundi 25 mars 2019;15.08805379;;;
T78269C;T78269;lundi 25 mars 2019;5.005589765;;;
T78270A;T78270;lundi 25 mars 2019;7.721302157;;;
T78270B;T78270;lundi 25 mars 2019;5.33130265;;;
T78270C;T78270;lundi 25 mars 2019;9.627927535;;;
T78271A;T78271;lundi 25 mars 2019;23.79711531;;;
T78271B;T78271;lundi 25 mars 2019;20.39729074;;;
T78271C;T78271;lundi 25 mars 2019;28.7292504;;;
T78273A;T78273;lundi 25 mars 2019;3.109760302;;;
T78273B;T78273;lundi 25 mars 2019;13.7249843;;;
T78273C;T78273;lundi 25 mars 2019;28.57241491;;;
T78274A;T78274;lundi 25 mars 2019;19.01133299;;;
T78274B;T78274;lundi 25 mars 2019;5.184591409;;;
T78274C;T78274;lundi 25 mars 2019;6.603414662;;;
T78279A;T78279;lundi 25 mars 2019;0.927746754;;;
T78279B;T78279;lundi 25 mars 2019;0.550429149;;;
T78279C;T78279;lundi 25 mars 2019;1.327495394;;;
T78280A;T78280;lundi 25 mars 2019;0.741642584;;;
T78280B;T78280;lundi 25 mars 2019;3.009582782;;;
T78280C;T78280;lundi 25 mars 2019;6.664545957;;;
T36870A;T36870;lundi 1 avril 2019;2.218941239;;;
T36870B;T36870;lundi 1 avril 2019;1.107781948;;;
T70721A;T70721;lundi 1 avril 2019;0.890919511;;;
T70721B;T70721;lundi 1 avril 2019;4.595610728;;;
T70721C;T70721;lundi 1 avril 2019;0.364578517;;;
T70722A;T70722;lundi 1 avril 2019;7.423674836;;;
T70722B;T70722;lundi 1 avril 2019;11.14116394;;;
T70722C;T70722;lundi 1 avril 2019;13.14385772;;;
T70724A;T70724;lundi 1 avril 2019;13.24028041;;;
T70724B;T70724;lundi 1 avril 2019;8.955448729;;;
T70724C;T70724;lundi 1 avril 2019;8.166409023;;;
T70725A;T70725;lundi 1 avril 2019;9.548775132;;;
T70725B;T70725;lundi 1 avril 2019;17.09658307;;;
T70725C;T70725;lundi 1 avril 2019;14.92764635;;;
T70730A;T70730;lundi 1 avril 2019;25.57733219;;;
T70730B;T70730;lundi 1 avril 2019;14.75814407;;;
