secteur;site;tstamp;trafic_mbps;;; 
T78280B;T78280;lundi 11 avril 2022;22.38461322;;;
T78280C;T78280;lundi 11 avril 2022;11.82542752;;;
T36870A;T36870;lundi 18 avril 2022;21.46163678;;;
T36870B;T36870;lundi 18 avril 2022;6.938060087;;;
T70721A;T70721;lundi 18 avril 2022;2.634259234;;;
T70721B;T70721;lundi 18 avril 2022;7.060094161;;;
T70721C;T70721;lundi 18 avril 2022;0.792900369;;;
T70722A;T70722;lundi 18 avril 2022;9.568507959;;;
T70722B;T70722;lundi 18 avril 2022;27.5757232;;;
T70722C;T70722;lundi 18 avril 2022;39.24106122;;;
T70724A;T70724;lundi 18 avril 2022;37.5646683;;;
T70724B;T70724;lundi 18 avril 2022;22.2103428;;;
T70724C;T70724;lundi 18 avril 2022;28.69222873;;;
T70725A;T70725;lundi 18 avril 2022;44.39692282;;;
T70725B;T70725;lundi 18 avril 2022;35.4824184;;;
T70725C;T70725;lundi 18 avril 2022;34.98093994;;;
T70730A;T70730;lundi 18 avril 2022;45.07764209;;;
T70730B;T70730;lundi 18 avril 2022;34.54906835;;;
T70730C;T70730;lundi 18 avril 2022;14.46569983;;;
T70731A;T70731;lundi 18 avril 2022;5.363989578;;;
T70731B;T70731;lundi 18 avril 2022;23.50391863;;;
T70731C;T70731;lundi 18 avril 2022;26.6155447;;;
T70735A;T70735;lundi 18 avril 2022;20.68950059;;;
T70735B;T70735;lundi 18 avril 2022;23.57946047;;;
T70735C;T70735;lundi 18 avril 2022;35.22895521;;;
T70736A;T70736;lundi 18 avril 2022;20.85884348;;;
T70736B;T70736;lundi 18 avril 2022;25.38457995;;;
T70736C;T70736;lundi 18 avril 2022;40.3882792;;;
T70737A;T70737;lundi 18 avril 2022;27.15227698;;;
T70737B;T70737;lundi 18 avril 2022;23.11152254;;;
T70737C;T70737;lundi 18 avril 2022;16.38689702;;;
T70738A;T70738;lundi 18 avril 2022;36.99790218;;;
T70738B;T70738;lundi 18 avril 2022;5.936264792;;;
T70738C;T70738;lundi 18 avril 2022;37.62098894;;;
T70743A;T70743;lundi 18 avril 2022;3.023477529;;;
T70743B;T70743;lundi 18 avril 2022;14.42957858;;;
T70743C;T70743;lundi 18 avril 2022;9.232363478;;;
T70744A;T70744;lundi 18 avril 2022;109.416204;;;
T70744B;T70744;lundi 18 avril 2022;68.92470254;;;
T70744C;T70744;lundi 18 avril 2022;33.00867824;;;
T70745A;T70745;lundi 18 avril 2022;36.19923618;;;
T70745B;T70745;lundi 18 avril 2022;32.83585319;;;
T70745C;T70745;lundi 18 avril 2022;5.0826508;;;
T70747A;T70747;lundi 18 avril 2022;8.25229536;;;
T70747B;T70747;lundi 18 avril 2022;7.666538405;;;
T70747C;T70747;lundi 18 avril 2022;45.33199626;;;
T76995A;T76995;lundi 18 avril 2022;17.59612035;;;
T76995B;T76995;lundi 18 avril 2022;11.18063958;;;
T76995C;T76995;lundi 18 avril 2022;18.42430417;;;
T77125A;T77125;lundi 18 avril 2022;26.80524546;;;
T77125B;T77125;lundi 18 avril 2022;27.82677476;;;
T77125C;T77125;lundi 18 avril 2022;56.79618926;;;
T78256A;T78256;lundi 18 avril 2022;26.91495767;;;
T78256B;T78256;lundi 18 avril 2022;52.08617608;;;
T78256C;T78256;lundi 18 avril 2022;32.09075002;;;
T78258A;T78258;lundi 18 avril 2022;12.80812338;;;
T78258B;T78258;lundi 18 avril 2022;91.31148795;;;
T78258C;T78258;lundi 18 avril 2022;60.16483233;;;
T78259A;T78259;lundi 18 avril 2022;26.72377264;;;
T78259B;T78259;lundi 18 avril 2022;28.4994596;;;
T78259C;T78259;lundi 18 avril 2022;32.72521318;;;
T78262A;T78262;lundi 18 avril 2022;29.14730794;;;
T78262B;T78262;lundi 18 avril 2022;12.21565419;;;
T78262C;T78262;lundi 18 avril 2022;26.03990483;;;
T78264A;T78264;lundi 18 avril 2022;3.914215039;;;
T78264B;T78264;lundi 18 avril 2022;6.396407234;;;
T78264C;T78264;lundi 18 avril 2022;25.97184798;;;
T78269A;T78269;lundi 18 avril 2022;42.79295561;;;
T78269B;T78269;lundi 18 avril 2022;42.6140891;;;
T78269C;T78269;lundi 18 avril 2022;20.39713911;;;
T78270A;T78270;lundi 18 avril 2022;20.95000515;;;
T78270B;T78270;lundi 18 avril 2022;15.67222306;;;
T78270C;T78270;lundi 18 avril 2022;31.79180307;;;
T78271A;T78271;lundi 18 avril 2022;65.73191914;;;
T78271B;T78271;lundi 18 avril 2022;43.72026718;;;
T78271C;T78271;lundi 18 avril 2022;103.5618488;;;
T78273A;T78273;lundi 18 avril 2022;16.20982029;;;
T78273B;T78273;lundi 18 avril 2022;69.38504606;;;
T78273C;T78273;lundi 18 avril 2022;86.7385138;;;
T78274A;T78274;lundi 18 avril 2022;47.15970302;;;
T78274B;T78274;lundi 18 avril 2022;7.725019867;;;
T78274C;T78274;lundi 18 avril 2022;23.57669176;;;
T78279A;T78279;lundi 18 avril 2022;4.597014187;;;
T78279B;T78279;lundi 18 avril 2022;2.514469733;;;
T78279C;T78279;lundi 18 avril 2022;12.54016062;;;
T78280A;T78280;lundi 18 avril 2022;2.832910402;;;
T78280B;T78280;lundi 18 avril 2022;19.01662027;;;
T78280C;T78280;lundi 18 avril 2022;13.02533705;;;
T36870A;T36870;lundi 25 avril 2022;19.60969604;;;
T36870B;T36870;lundi 25 avril 2022;6.184183885;;;
T70721A;T70721;lundi 25 avril 2022;2.286430004;;;
T70721B;T70721;lundi 25 avril 2022;6.872617666;;;
T70721C;T70721;lundi 25 avril 2022;0.846233379;;;
T70722A;T70722;lundi 25 avril 2022;12.34363272;;;
T70722B;T70722;lundi 25 avril 2022;30.96902612;;;
T70722C;T70722;lundi 25 avril 2022;37.81069062;;;
T70724A;T70724;lundi 25 avril 2022;38.66518553;;;
T70724B;T70724;lundi 25 avril 2022;22.87556929;;;
T70724C;T70724;lundi 25 avril 2022;31.01250835;;;
T70725A;T70725;lundi 25 avril 2022;43.41091637;;;
T70725B;T70725;lundi 25 avril 2022;35.37969747;;;
T70725C;T70725;lundi 25 avril 2022;35.99075544;;;
T70730A;T70730;lundi 25 avril 2022;47.50489619;;;
T70730B;T70730;lundi 25 avril 2022;37.97666483;;;
T70730C;T70730;lundi 25 avril 2022;15.28470831;;;
T70731A;T70731;lundi 25 avril 2022;5.855928754;;;
T70731B;T70731;lundi 25 avril 2022;24.52124372;;;
T70731C;T70731;lundi 25 avril 2022;26.26907613;;;
T70735A;T70735;lundi 25 avril 2022;18.91615478;;;
T70735B;T70735;lundi 25 avril 2022;21.67209912;;;
T70735C;T70735;lundi 25 avril 2022;43.12309744;;;
T70736A;T70736;lundi 25 avril 2022;30.77643724;;;
T70736B;T70736;lundi 25 avril 2022;27.10332739;;;
T70736C;T70736;lundi 25 avril 2022;37.94462479;;;
T70737A;T70737;lundi 25 avril 2022;23.28670544;;;
T70737B;T70737;lundi 25 avril 2022;24.40509851;;;
T70737C;T70737;lundi 25 avril 2022;14.51971598;;;
T70738A;T70738;lundi 25 avril 2022;40.27870145;;;
T70738B;T70738;lundi 25 avril 2022;5.724767779;;;
T70738C;T70738;lundi 25 avril 2022;32.33464932;;;
T70743A;T70743;lundi 25 avril 2022;3.053873894;;;
T70743B;T70743;lundi 25 avril 2022;13.83591814;;;
T70743C;T70743;lundi 25 avril 2022;8.939318567;;;
T70744A;T70744;lundi 25 avril 2022;113.4485253;;;
T70744B;T70744;lundi 25 avril 2022;77.19053707;;;
T70744C;T70744;lundi 25 avril 2022;31.35146148;;;
T70745A;T70745;lundi 25 avril 2022;32.59880104;;;
T70745B;T70745;lundi 25 avril 2022;32.96497531;;;
T70745C;T70745;lundi 25 avril 2022;6.852498816;;;
T70747A;T70747;lundi 25 avril 2022;5.846025557;;;
T70747B;T70747;lundi 25 avril 2022;6.919755215;;;
T70747C;T70747;lundi 25 avril 2022;51.12605039;;;
T76995A;T76995;lundi 25 avril 2022;15.70357156;;;
T76995B;T76995;lundi 25 avril 2022;12.07667897;;;
T76995C;T76995;lundi 25 avril 2022;16.48172755;;;
T77125A;T77125;lundi 25 avril 2022;28.83298135;;;
T77125B;T77125;lundi 25 avril 2022;26.97283984;;;
T77125C;T77125;lundi 25 avril 2022;63.02027297;;;
T78256A;T78256;lundi 25 avril 2022;29.92070891;;;
T78256B;T78256;lundi 25 avril 2022;50.05228076;;;
T78256C;T78256;lundi 25 avril 2022;35.96872723;;;
T78258A;T78258;lundi 25 avril 2022;14.04989635;;;
T78258B;T78258;lundi 25 avril 2022;114.8962451;;;
T78258C;T78258;lundi 25 avril 2022;51.65174134;;;
T78259A;T78259;lundi 25 avril 2022;28.36227349;;;
T78259B;T78259;lundi 25 avril 2022;26.78720753;;;
T78259C;T78259;lundi 25 avril 2022;33.41021808;;;
T78262A;T78262;lundi 25 avril 2022;32.59913872;;;
T78262B;T78262;lundi 25 avril 2022;13.93958;;;
T78262C;T78262;lundi 25 avril 2022;20.82674413;;;
T78264A;T78264;lundi 25 avril 2022;7.064376113;;;
T78264B;T78264;lundi 25 avril 2022;7.067273469;;;
T78264C;T78264;lundi 25 avril 2022;26.33652786;;;
T78269A;T78269;lundi 25 avril 2022;43.61020674;;;
T78269B;T78269;lundi 25 avril 2022;47.13409435;;;
T78269C;T78269;lundi 25 avril 2022;20.25408062;;;
T78270A;T78270;lundi 25 avril 2022;19.7955562;;;
T78270B;T78270;lundi 25 avril 2022;17.80229012;;;
T78270C;T78270;lundi 25 avril 2022;32.87294637;;;
T78271A;T78271;lundi 25 avril 2022;70.5989767;;;
T78271B;T78271;lundi 25 avril 2022;48.37368051;;;
T78271C;T78271;lundi 25 avril 2022;112.0096268;;;
T78273A;T78273;lundi 25 avril 2022;17.14688184;;;
T78273B;T78273;lundi 25 avril 2022;71.32999747;;;
T78273C;T78273;lundi 25 avril 2022;99.38016677;;;
T78274A;T78274;lundi 25 avril 2022;44.05710908;;;
T78274B;T78274;lundi 25 avril 2022;8.856732074;;;
T78274C;T78274;lundi 25 avril 2022;19.78169805;;;
T78279A;T78279;lundi 25 avril 2022;5.135192387;;;
T78279B;T78279;lundi 25 avril 2022;3.111159024;;;
T78279C;T78279;lundi 25 avril 2022;9.811378846;;;
T78280A;T78280;lundi 25 avril 2022;4.276419143;;;
T78280B;T78280;lundi 25 avril 2022;20.47759784;;;
T78280C;T78280;lundi 25 avril 2022;13.64965872;;;
T36870A;T36870;lundi 2 mai 2022;18.0837239;;;
T36870B;T36870;lundi 2 mai 2022;4.256512061;;;
T70721A;T70721;lundi 2 mai 2022;2.151760068;;;
T70721B;T70721;lundi 2 mai 2022;6.668008568;;;
T70721C;T70721;lundi 2 mai 2022;0.813138877;;;
T70722A;T70722;lundi 2 mai 2022;10.45593553;;;
T70722B;T70722;lundi 2 mai 2022;31.53095549;;;
T70722C;T70722;lundi 2 mai 2022;35.52042096;;;
T70724A;T70724;lundi 2 mai 2022;44.38065356;;;
T70724B;T70724;lundi 2 mai 2022;23.66376562;;;
T70724C;T70724;lundi 2 mai 2022;37.81784478;;;
T70725A;T70725;lundi 2 mai 2022;47.20095092;;;
T70725B;T70725;lundi 2 mai 2022;35.19594751;;;
T70725C;T70725;lundi 2 mai 2022;36.19012248;;;
T70730A;T70730;lundi 2 mai 2022;51.05520404;;;
T70730B;T70730;lundi 2 mai 2022;31.65159447;;;
T70730C;T70730;lundi 2 mai 2022;13.97303266;;;
T70731A;T70731;lundi 2 mai 2022;5.298124577;;;
T70731B;T70731;lundi 2 mai 2022;25.72670708;;;
T70731C;T70731;lundi 2 mai 2022;25.7523539;;;
T70735A;T70735;lundi 2 mai 2022;21.6563695;;;
T70735B;T70735;lundi 2 mai 2022;20.85383455;;;
T70735C;T70735;lundi 2 mai 2022;42.80484147;;;
T70736A;T70736;lundi 2 mai 2022;23.24473148;;;
T70736B;T70736;lundi 2 mai 2022;27.69621312;;;
T70736C;T70736;lundi 2 mai 2022;41.31375101;;;
T70737A;T70737;lundi 2 mai 2022;24.03158592;;;
T70737B;T70737;lundi 2 mai 2022;21.30757968;;;
T70737C;T70737;lundi 2 mai 2022;20.76159421;;;
T70738A;T70738;lundi 2 mai 2022;38.74761119;;;
T70738B;T70738;lundi 2 mai 2022;9.947935031;;;
T70738C;T70738;lundi 2 mai 2022;37.0828305;;;
T70743A;T70743;lundi 2 mai 2022;2.653312725;;;
T70743B;T70743;lundi 2 mai 2022;13.58176766;;;
T70743C;T70743;lundi 2 mai 2022;10.32506014;;;
T70744A;T70744;lundi 2 mai 2022;120.4377378;;;
T70744B;T70744;lundi 2 mai 2022;81.47222686;;;
T70744C;T70744;lundi 2 mai 2022;32.14153132;;;
T70745A;T70745;lundi 2 mai 2022;30.97642749;;;
T70745B;T70745;lundi 2 mai 2022;31.24865468;;;
T70745C;T70745;lundi 2 mai 2022;7.694662618;;;
T70747A;T70747;lundi 2 mai 2022;6.060062964;;;
T70747B;T70747;lundi 2 mai 2022;6.544445119;;;
T70747C;T70747;lundi 2 mai 2022;55.548151;;;
T76995A;T76995;lundi 2 mai 2022;17.04030449;;;
T76995B;T76995;lundi 2 mai 2022;9.419534785;;;
T76995C;T76995;lundi 2 mai 2022;17.34733174;;;
T77125A;T77125;lundi 2 mai 2022;24.32174371;;;
T77125B;T77125;lundi 2 mai 2022;24.53026997;;;
T77125C;T77125;lundi 2 mai 2022;64.21744839;;;
T78256A;T78256;lundi 2 mai 2022;25.8768989;;;
T78256B;T78256;lundi 2 mai 2022;52.08644638;;;
T78256C;T78256;lundi 2 mai 2022;35.31538138;;;
T78258A;T78258;lundi 2 mai 2022;11.8719293;;;
T78258B;T78258;lundi 2 mai 2022;120.0805096;;;
T78258C;T78258;lundi 2 mai 2022;59.90975379;;;
T78259A;T78259;lundi 2 mai 2022;26.10655005;;;
T78259B;T78259;lundi 2 mai 2022;30.38653325;;;
T78259C;T78259;lundi 2 mai 2022;34.73792404;;;
T78262A;T78262;lundi 2 mai 2022;33.16582385;;;
T78262B;T78262;lundi 2 mai 2022;13.84789816;;;
T78262C;T78262;lundi 2 mai 2022;25.48628487;;;
T78264A;T78264;lundi 2 mai 2022;5.526203258;;;
T78264B;T78264;lundi 2 mai 2022;8.742849876;;;
T78264C;T78264;lundi 2 mai 2022;25.91166958;;;
T78269A;T78269;lundi 2 mai 2022;51.13066032;;;
T78269B;T78269;lundi 2 mai 2022;48.00061123;;;
T78269C;T78269;lundi 2 mai 2022;19.06064372;;;
T78270A;T78270;lundi 2 mai 2022;20.91235047;;;
T78270B;T78270;lundi 2 mai 2022;16.99953904;;;
T78270C;T78270;lundi 2 mai 2022;30.20715452;;;
T78271A;T78271;lundi 2 mai 2022;68.94265818;;;
T78271B;T78271;lundi 2 mai 2022;47.99047906;;;
T78271C;T78271;lundi 2 mai 2022;121.7982234;;;
T78273A;T78273;lundi 2 mai 2022;19.40853193;;;
T78273B;T78273;lundi 2 mai 2022;74.96831925;;;
T78273C;T78273;lundi 2 mai 2022;96.92567994;;;
T78274A;T78274;lundi 2 mai 2022;44.42617694;;;
T78274B;T78274;lundi 2 mai 2022;9.139272633;;;
T78274C;T78274;lundi 2 mai 2022;19.30712659;;;
T78279A;T78279;lundi 2 mai 2022;4.686877964;;;
T78279B;T78279;lundi 2 mai 2022;2.728224118;;;
T78279C;T78279;lundi 2 mai 2022;11.28441982;;;
T78280A;T78280;lundi 2 mai 2022;5.433521237;;;
T78280B;T78280;lundi 2 mai 2022;22.97351649;;;
T78280C;T78280;lundi 2 mai 2022;13.89781351;;;
T36870A;T36870;lundi 9 mai 2022;20.24903254;;;
T36870B;T36870;lundi 9 mai 2022;4.509902597;;;
T70721A;T70721;lundi 9 mai 2022;2.401195321;;;
T70721B;T70721;lundi 9 mai 2022;7.866380813;;;
T70721C;T70721;lundi 9 mai 2022;0.893295621;;;
T70722A;T70722;lundi 9 mai 2022;10.90006382;;;
T70722B;T70722;lundi 9 mai 2022;31.69521965;;;
T70722C;T70722;lundi 9 mai 2022;35.62312372;;;
T70724A;T70724;lundi 9 mai 2022;42.61680176;;;
T70724B;T70724;lundi 9 mai 2022;22.03612081;;;
T70724C;T70724;lundi 9 mai 2022;40.4057834;;;
T70725A;T70725;lundi 9 mai 2022;46.22143625;;;
T70725B;T70725;lundi 9 mai 2022;36.96377433;;;
T70725C;T70725;lundi 9 mai 2022;32.20023946;;;
T70730A;T70730;lundi 9 mai 2022;37.5353465;;;
T70730B;T70730;lundi 9 mai 2022;33.12121467;;;
T70730C;T70730;lundi 9 mai 2022;12.38602806;;;
T70731A;T70731;lundi 9 mai 2022;7.122326031;;;
T70731B;T70731;lundi 9 mai 2022;27.83275761;;;
T70731C;T70731;lundi 9 mai 2022;30.94412408;;;
T70735A;T70735;lundi 9 mai 2022;20.77320808;;;
T70735B;T70735;lundi 9 mai 2022;20.9223411;;;
T70735C;T70735;lundi 9 mai 2022;46.28497581;;;
T70736A;T70736;lundi 9 mai 2022;22.33562981;;;
T70736B;T70736;lundi 9 mai 2022;30.84633969;;;
T70736C;T70736;lundi 9 mai 2022;47.3085997;;;
T70737A;T70737;lundi 9 mai 2022;26.92921864;;;
T70737B;T70737;lundi 9 mai 2022;23.87664082;;;
T70737C;T70737;lundi 9 mai 2022;16.37647246;;;
T70738A;T70738;lundi 9 mai 2022;40.60164774;;;
T70738B;T70738;lundi 9 mai 2022;8.761205723;;;
T70738C;T70738;lundi 9 mai 2022;33.58093397;;;
T70743A;T70743;lundi 9 mai 2022;3.161869957;;;
T70743B;T70743;lundi 9 mai 2022;13.85521171;;;
T70743C;T70743;lundi 9 mai 2022;8.112856417;;;
T70744A;T70744;lundi 9 mai 2022;115.9159208;;;
T70744B;T70744;lundi 9 mai 2022;82.63784571;;;
T70744C;T70744;lundi 9 mai 2022;33.21658611;;;
T70745A;T70745;lundi 9 mai 2022;37.32296989;;;
T70745B;T70745;lundi 9 mai 2022;31.80142278;;;
T70745C;T70745;lundi 9 mai 2022;5.367740749;;;
T70747A;T70747;lundi 9 mai 2022;10.07521615;;;
T70747B;T70747;lundi 9 mai 2022;6.213320658;;;
T70747C;T70747;lundi 9 mai 2022;56.87533563;;;
T76995A;T76995;lundi 9 mai 2022;15.93364467;;;
T76995B;T76995;lundi 9 mai 2022;14.8236917;;;
T76995C;T76995;lundi 9 mai 2022;20.72364172;;;
T77125A;T77125;lundi 9 mai 2022;26.77299221;;;
T77125B;T77125;lundi 9 mai 2022;34.90360364;;;
T77125C;T77125;lundi 9 mai 2022;84.5495499;;;
T78256A;T78256;lundi 9 mai 2022;29.13405483;;;
T78256B;T78256;lundi 9 mai 2022;53.38038974;;;
T78256C;T78256;lundi 9 mai 2022;31.10396156;;;
T78258A;T78258;lundi 9 mai 2022;15.39546101;;;
T78258B;T78258;lundi 9 mai 2022;102.1406031;;;
T78258C;T78258;lundi 9 mai 2022;77.69681589;;;
T78259A;T78259;lundi 9 mai 2022;29.54323607;;;
T78259B;T78259;lundi 9 mai 2022;28.22146763;;;
T78259C;T78259;lundi 9 mai 2022;28.02404759;;;
T78262A;T78262;lundi 9 mai 2022;34.15486677;;;
T78262B;T78262;lundi 9 mai 2022;17.11248839;;;
T78262C;T78262;lundi 9 mai 2022;28.66677853;;;
T78264A;T78264;lundi 9 mai 2022;6.056683014;;;
T78264B;T78264;lundi 9 mai 2022;8.195579735;;;
T78264C;T78264;lundi 9 mai 2022;26.32025159;;;
T78269A;T78269;lundi 9 mai 2022;57.03052379;;;
T78269B;T78269;lundi 9 mai 2022;51.68062966;;;
T78269C;T78269;lundi 9 mai 2022;25.12197947;;;
T78270A;T78270;lundi 9 mai 2022;21.78670916;;;
T78270B;T78270;lundi 9 mai 2022;15.96231798;;;
T78270C;T78270;lundi 9 mai 2022;30.18073417;;;
T78271A;T78271;lundi 9 mai 2022;67.3923888;;;
T78271B;T78271;lundi 9 mai 2022;51.02179501;;;
T78271C;T78271;lundi 9 mai 2022;118.9193076;;;
T78273A;T78273;lundi 9 mai 2022;18.89203025;;;
T78273B;T78273;lundi 9 mai 2022;71.47598515;;;
T78273C;T78273;lundi 9 mai 2022;99.25346964;;;
T78274A;T78274;lundi 9 mai 2022;46.63943895;;;
T78274B;T78274;lundi 9 mai 2022;10.32594289;;;
T78274C;T78274;lundi 9 mai 2022;22.89443171;;;
T78279A;T78279;lundi 9 mai 2022;5.601598653;;;
T78279B;T78279;lundi 9 mai 2022;2.094851239;;;
T78279C;T78279;lundi 9 mai 2022;10.36565166;;;
T78280A;T78280;lundi 9 mai 2022;3.470097216;;;
T78280B;T78280;lundi 9 mai 2022;14.71688846;;;
T78280C;T78280;lundi 9 mai 2022;17.37497943;;;
T36870A;T36870;lundi 16 mai 2022;17.0175531;;;
T36870B;T36870;lundi 16 mai 2022;4.692405338;;;
T70721A;T70721;lundi 16 mai 2022;2.394196098;;;
T70721B;T70721;lundi 16 mai 2022;6.439429391;;;
T70721C;T70721;lundi 16 mai 2022;0.955529733;;;
T70722A;T70722;lundi 16 mai 2022;9.22149324;;;
T70722B;T70722;lundi 16 mai 2022;27.60010252;;;
T70722C;T70722;lundi 16 mai 2022;32.22715818;;;
T70724A;T70724;lundi 16 mai 2022;46.07056369;;;
T70724B;T70724;lundi 16 mai 2022;23.27527207;;;
T70724C;T70724;lundi 16 mai 2022;42.01163966;;;
T70725A;T70725;lundi 16 mai 2022;42.31658502;;;
T70725B;T70725;lundi 16 mai 2022;38.59231105;;;
T70725C;T70725;lundi 16 mai 2022;33.2351108;;;
T70730A;T70730;lundi 16 mai 2022;47.91052633;;;
T70730B;T70730;lundi 16 mai 2022;36.00862885;;;
T70730C;T70730;lundi 16 mai 2022;13.29783649;;;
T70731A;T70731;lundi 16 mai 2022;7.497072013;;;
T70731B;T70731;lundi 16 mai 2022;31.54958958;;;
T70731C;T70731;lundi 16 mai 2022;28.26691963;;;
T70735A;T70735;lundi 16 mai 2022;19.58588023;;;
T70735B;T70735;lundi 16 mai 2022;20.92410878;;;
T70735C;T70735;lundi 16 mai 2022;40.93099518;;;
T70736A;T70736;lundi 16 mai 2022;23.37143803;;;
T70736B;T70736;lundi 16 mai 2022;36.58091511;;;
T70736C;T70736;lundi 16 mai 2022;51.93340435;;;
T70737A;T70737;lundi 16 mai 2022;26.46209106;;;
T70737B;T70737;lundi 16 mai 2022;23.26763645;;;
T70737C;T70737;lundi 16 mai 2022;25.11542262;;;
T70738A;T70738;lundi 16 mai 2022;47.63536342;;;
T70738B;T70738;lundi 16 mai 2022;11.27364367;;;
T70738C;T70738;lundi 16 mai 2022;36.39301177;;;
T70743A;T70743;lundi 16 mai 2022;2.983941669;;;
T70743B;T70743;lundi 16 mai 2022;13.11326062;;;
T70743C;T70743;lundi 16 mai 2022;8.365144083;;;
T70744A;T70744;lundi 16 mai 2022;106.9062495;;;
T70744B;T70744;lundi 16 mai 2022;73.8014997;;;
T70744C;T70744;lundi 16 mai 2022;33.44943721;;;
T70745A;T70745;lundi 16 mai 2022;34.7344082;;;
T70745B;T70745;lundi 16 mai 2022;34.0836995;;;
T70745C;T70745;lundi 16 mai 2022;6.172706344;;;
T70747A;T70747;lundi 16 mai 2022;9.142521987;;;
T70747B;T70747;lundi 16 mai 2022;11.48050097;;;
T70747C;T70747;lundi 16 mai 2022;52.55834683;;;
T76995A;T76995;lundi 16 mai 2022;15.44147079;;;
T76995B;T76995;lundi 16 mai 2022;14.7859089;;;
T76995C;T76995;lundi 16 mai 2022;22.05363574;;;
T77125A;T77125;lundi 16 mai 2022;25.42741469;;;
T77125B;T77125;lundi 16 mai 2022;24.87810084;;;
T77125C;T77125;lundi 16 mai 2022;67.94232401;;;
T78256A;T78256;lundi 16 mai 2022;30.99446418;;;
T78256B;T78256;lundi 16 mai 2022;53.63114801;;;
T78256C;T78256;lundi 16 mai 2022;36.09623026;;;
T78258A;T78258;lundi 16 mai 2022;16.46155772;;;
T78258B;T78258;lundi 16 mai 2022;103.2055691;;;
T78258C;T78258;lundi 16 mai 2022;61.19995679;;;
T78259A;T78259;lundi 16 mai 2022;27.64250253;;;
T78259B;T78259;lundi 16 mai 2022;32.06767819;;;
T78259C;T78259;lundi 16 mai 2022;35.00155547;;;
T78262A;T78262;lundi 16 mai 2022;34.18102934;;;
T78262B;T78262;lundi 16 mai 2022;20.26854504;;;
T78262C;T78262;lundi 16 mai 2022;33.65375963;;;
T78264A;T78264;lundi 16 mai 2022;8.01906376;;;
T78264B;T78264;lundi 16 mai 2022;7.863226461;;;
T78264C;T78264;lundi 16 mai 2022;19.17989903;;;
T78269A;T78269;lundi 16 mai 2022;53.54947125;;;
T78269B;T78269;lundi 16 mai 2022;58.11630918;;;
T78269C;T78269;lundi 16 mai 2022;25.19975105;;;
T78270A;T78270;lundi 16 mai 2022;24.12898109;;;
T78270B;T78270;lundi 16 mai 2022;17.61282288;;;
T78270C;T78270;lundi 16 mai 2022;36.38325444;;;
T78271A;T78271;lundi 16 mai 2022;69.74991625;;;
T78271B;T78271;lundi 16 mai 2022;58.54441861;;;
T78271C;T78271;lundi 16 mai 2022;132.3189395;;;
T78273A;T78273;lundi 16 mai 2022;20.61928833;;;
T78273B;T78273;lundi 16 mai 2022;76.7725241;;;
T78273C;T78273;lundi 16 mai 2022;94.69556729;;;
T78274A;T78274;lundi 16 mai 2022;57.41036311;;;
T78274B;T78274;lundi 16 mai 2022;11.6382877;;;
T78274C;T78274;lundi 16 mai 2022;19.27707373;;;
T78279A;T78279;lundi 16 mai 2022;5.185853719;;;
T78279B;T78279;lundi 16 mai 2022;2.722130829;;;
T78279C;T78279;lundi 16 mai 2022;7.73301499;;;
T78280A;T78280;lundi 16 mai 2022;4.993379395;;;
T78280B;T78280;lundi 16 mai 2022;24.10710343;;;
T78280C;T78280;lundi 16 mai 2022;14.78047495;;;
T36870A;T36870;lundi 23 mai 2022;21.03963652;;;
T36870B;T36870;lundi 23 mai 2022;4.154711526;;;
T70721A;T70721;lundi 23 mai 2022;2.415516613;;;
T70721B;T70721;lundi 23 mai 2022;5.793513757;;;
T70721C;T70721;lundi 23 mai 2022;0.906601845;;;
T70722A;T70722;lundi 23 mai 2022;8.1737255;;;
T70722B;T70722;lundi 23 mai 2022;28.02228127;;;
T70722C;T70722;lundi 23 mai 2022;29.52583994;;;
T70724A;T70724;lundi 23 mai 2022;38.22445101;;;
T70724B;T70724;lundi 23 mai 2022;22.15634068;;;
T70724C;T70724;lundi 23 mai 2022;33.05539127;;;
T70725A;T70725;lundi 23 mai 2022;41.23242217;;;
T70725B;T70725;lundi 23 mai 2022;36.25717368;;;
T70725C;T70725;lundi 23 mai 2022;29.17755085;;;
T70730A;T70730;lundi 23 mai 2022;43.16338979;;;
T70730B;T70730;lundi 23 mai 2022;34.47186258;;;
T70730C;T70730;lundi 23 mai 2022;11.80503879;;;
T70731A;T70731;lundi 23 mai 2022;6.289399744;;;
T70731B;T70731;lundi 23 mai 2022;35.69795708;;;
T70731C;T70731;lundi 23 mai 2022;28.02988998;;;
T70735A;T70735;lundi 23 mai 2022;18.84907998;;;
T70735B;T70735;lundi 23 mai 2022;21.74960592;;;
T70735C;T70735;lundi 23 mai 2022;45.85217374;;;
T70736A;T70736;lundi 23 mai 2022;24.02903329;;;
T70736B;T70736;lundi 23 mai 2022;34.43009257;;;
T70736C;T70736;lundi 23 mai 2022;46.95492443;;;
T70737A;T70737;lundi 23 mai 2022;29.36128558;;;
T70737B;T70737;lundi 23 mai 2022;22.60372836;;;
T70737C;T70737;lundi 23 mai 2022;19.40998867;;;
T70738A;T70738;lundi 23 mai 2022;39.75357227;;;
T70738B;T70738;lundi 23 mai 2022;9.340094537;;;
T70738C;T70738;lundi 23 mai 2022;31.16208362;;;
T70743A;T70743;lundi 23 mai 2022;2.880278051;;;
T70743B;T70743;lundi 23 mai 2022;12.99137199;;;
